;CD_ALUNO;NOMEDEP;NomeDepBol;RegiaoMetropolitana;CDREDE;DE;CODMUN;MUN;CODESC;TIPOCLASSE;SERIE_ANO;TURMA;CLASSE;SEXO;DT_NASCIMENTO;PERIODO;DEF1;DEF2;DEF3;DEF4;DEF5;Tip_PROVA;Tem_Nec;cad_prova_lp;cad_prova_mat;cad_prova_cie;particip_lp;particip_mat;particip_cie;TOTAL_PONTO_LP;TOTAL_PONTO_MAT;TOTAL_PONTO_CIE;porc_ACERT_lp;porc_ACERT_MAT;porc_CIE;profic_lp;profic_mat;profic_cie;nivel_profic_lp;nivel_profic_mat;nivel_profic_cie;classific_lp;classific_mat;classific_cie;validade
1153627;33775943;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46536;0;5º Ano EF;A;260750831;F;20120518;MANHÃ;;;;;;C;0;8;8;8,0;1;1;1;17,0;12,0;15,0;70,8;50,0;62,5;208,7;181,9;228,9;Adequado;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
1154992;33791600;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;918830;0;5º Ano EF;A;260757463;M;20120311;MANHÃ;;;;;;C;0;25;25;25,0;1;1;1;14,0;11,0;11,0;58,3;45,8;45,8;179,8;190,7;175,9;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
1155502;33797430;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46536;0;2º Ano EF;C;261160949;F;20150203;TARDE;;;;;;C;0;31;31;;1;1;0;15,0;15,0;;93,8;93,8;;205,4;242,4;;Avançado;Avançado;;Avançado;Avançado;;1
1156178;33805394;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;D;261160956;F;20140914;TARDE;;;;;;C;0;32;32;;1;1;0;12,0;12,0;;75,0;75,0;;167,1;168,3;;Adequado;Básico;;Suficiente;Suficiente;;1
1156190;33805425;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;C;263320137;M;20150308;MANHÃ;;;;;;C;0;14;14;;1;1;0;13,0;9,0;;81,3;56,3;;197,1;158,6;;Avançado;Básico;;Avançado;Suficiente;;1
1156191;33805429;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;912402;0;2º Ano EF;B;262497860;M;20150116;MANHÃ;;;;;;C;0;19;19;;1;1;0;8,0;12,0;;50,0;75,0;;134,2;182,9;;Adequado;Adequado;;Suficiente;Suficiente;;1
1156946;33814085;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46536;0;5º Ano EF;C;260750856;M;20120422;TARDE;;;;;;C;0;26;26;26,0;1;1;1;20,0;19,0;11,0;83,3;79,2;45,8;262,0;261,4;223,6;Avançado;Adequado;Básico;Avançado;Suficiente;Suficiente;1
1157045;33815129;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46536;0;2º Ano EF;B;261160931;M;20150623;MANHÃ;;;;;;C;0;11;11;;1;1;0;5,0;12,0;;31,3;75,0;;102,7;179,1;;Básico;Adequado;;Suficiente;Suficiente;;1
1157192;33817008;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;912402;0;5º Ano EF;B;261239024;M;20110531;MANHÃ;;;;;;C;0;5;5;5,0;1;1;0;19,0;13,0;;79,2;54,2;;241,7;184,9;;Adequado;Básico;;Suficiente;Suficiente;;1
1158064;33828425;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;912402;0;5º Ano EF;B;261239024;F;20120419;MANHÃ;;;;;;C;0;19;19;19,0;1;1;0;11,0;12,0;;45,8;50,0;;164,1;176,2;;Básico;Básico;;Suficiente;Suficiente;;1
1158075;33828663;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;912402;0;2º Ano EF;A;262498843;F;20141228;MANHÃ;;;;;;C;0;18;18;;1;1;0;5,0;6,0;;31,3;37,5;;110,3;110,5;;Básico;Abaixo do Básico;;Suficiente;Insuficiente;;1
1160174;33853279;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46536;0;2º Ano EF;B;261160931;F;20141217;MANHÃ;;;;;;C;0;11;11;;1;1;0;9,0;15,0;;56,3;93,8;;150,4;226,4;;Adequado;Avançado;;Suficiente;Avançado;;1
1160747;33859469;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;917084;0;5º Ano EF;A;261240022;M;20101206;MANHÃ;;;;;;C;0;21;21;21,0;1;1;1;10,0;12,0;7,0;41,7;50,0;29,2;157,2;185,7;161,9;Básico;Básico;Abaixo do Básico;Suficiente;Suficiente;Insuficiente;1
1160756;33859558;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;917084;0;2º Ano EF;B;261167894;M;20150417;TARDE;;;;;;C;0;35;35;;0;0;0;;;;;;;;;;;;;;;;1
1161752;33872251;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;912402;0;2º Ano EF;A;262498843;M;20130821;MANHÃ;;;;;;C;0;18;18;;1;1;0;7,0;7,0;;43,8;43,8;;128,2;126,1;;Adequado;Básico;;Suficiente;Suficiente;;1
1162544;33881825;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;912402;0;2º Ano EF;A;262498843;F;20150520;MANHÃ;;;;;;C;0;18;18;;1;1;0;3,0;5,0;;18,8;31,3;;100,7;107,3;;Básico;Abaixo do Básico;;Suficiente;Insuficiente;;1
1162655;33883031;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46536;0;2º Ano EF;B;261160931;M;20150303;MANHÃ;;;;;;C;0;11;11;;1;1;0;5,0;5,0;;31,3;31,3;;115,6;110,2;;Básico;Abaixo do Básico;;Suficiente;Insuficiente;;1
1162704;33883672;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46536;0;2º Ano EF;B;261160931;M;20140312;MANHÃ;;;;;;C;0;11;11;;0;0;0;;;;;;;;;;;;;;;;1
1162738;33883968;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;917084;0;2º Ano EF;A;261167886;M;20150607;TARDE;;;;;;C;0;34;34;;1;1;0;12,0;14,0;;75,0;87,5;;174,7;220,0;;Adequado;Avançado;;Suficiente;Avançado;;1
1163633;33894429;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;A;261160972;F;20150402;MANHÃ;;;;;;C;0;12;12;;1;1;0;14,0;11,0;;87,5;68,8;;200,5;168,2;;Avançado;Básico;;Avançado;Suficiente;;1
1164091;33901088;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914848;0;2º Ano EF;B;260686944;M;20150329;MANHÃ;;;;;;C;0;21;21;;1;1;0;7,0;3,0;;43,8;18,8;;125,1;90,5;;Adequado;Abaixo do Básico;;Suficiente;Insuficiente;;1
1164736;33910073;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;A;261160972;M;20140818;MANHÃ;;;;;;C;0;12;12;;1;1;0;15,0;15,0;;93,8;93,8;;236,8;241,1;;Avançado;Avançado;;Avançado;Avançado;;1
1164965;33912863;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;9º Ano EF;C;261406581;M;20071023;MANHÃ;;;;;;C;0;18;18;18,0;1;1;1;10,0;10,0;9,0;41,7;41,7;37,5;229,8;257,7;232,4;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
1165228;33915941;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;5º Ano EF;D;260750906;F;20111124;TARDE;;;;;;C;0;6;6;6,0;1;1;1;15,0;9,0;15,0;62,5;37,5;62,5;190,6;186,4;228,9;Básico;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
1165923;33924095;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46536;0;5º Ano EF;B;260750849;M;20120303;MANHÃ;;;;;;C;0;6;6;6,0;1;1;1;7,0;7,0;9,0;29,2;29,2;37,5;116,3;165,3;155,3;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
1166926;33935783;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;C;263320137;M;20150313;MANHÃ;;;;;;C;0;14;14;;1;1;0;15,0;12,0;;93,8;75,0;;229,3;180,1;;Avançado;Adequado;;Avançado;Suficiente;;1
1167827;33946857;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;912402;0;2º Ano EF;B;262497860;F;20150402;MANHÃ;;;;;;C;0;19;19;;1;1;0;5,0;8,0;;31,3;50,0;;108,6;121,0;;Básico;Abaixo do Básico;;Suficiente;Insuficiente;;1
1167828;33946868;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;49086;0;2º Ano EF;C;262688716;M;20150302;MANHÃ;;;;;;C;0;17;17;;0;0;0;;;;;;;;;;;;;;;;1
1168720;33956215;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;912402;0;2º Ano EF;B;262497860;F;20141106;MANHÃ;;;;;;C;0;19;19;;1;1;0;0,0;0,0;;0,0;0,0;;58,7;56,7;;Abaixo do Básico;Abaixo do Básico;;Insuficiente;Insuficiente;;1
1169084;33959835;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;5º Ano EF;A;260750864;M;20120404;MANHÃ;;;;;;C;0;13;13;13,0;1;1;1;13,0;16,0;10,0;54,2;66,7;41,7;181,2;232,8;225,2;Básico;Adequado;Adequado;Suficiente;Suficiente;Suficiente;1
1169193;33960957;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;919007;0;2º Ano EF;C;260687801;M;20140910;TARDE;;;;;;C;0;37;37;;1;1;0;16,0;15,0;;100,0;93,8;;281,5;224,6;;Avançado;Avançado;;Avançado;Avançado;;1
1170901;33980734;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;A;261160972;M;20150129;MANHÃ;;;;;;C;0;12;12;;1;1;0;13,0;11,0;;81,3;68,8;;185,5;190,1;;Avançado;Adequado;;Avançado;Suficiente;;1
1170911;33980840;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46536;0;2º Ano EF;C;261160949;M;20140426;TARDE;;;;;;C;0;31;31;;1;1;0;16,0;16,0;;100,0;100,0;;274,6;285,4;;Avançado;Avançado;;Avançado;Avançado;;1
1173164;34006752;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914848;0;2º Ano EF;A;260686936;M;20150412;MANHÃ;;;;;;C;0;20;20;;1;1;0;10,0;8,0;;62,5;50,0;;155,9;135,5;;Adequado;Básico;;Suficiente;Suficiente;;1
1173486;34010599;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46536;0;5º Ano EF;C;260750856;M;20120202;TARDE;;;;;;C;0;21;21;21,0;1;1;1;7,0;7,0;11,0;29,2;29,2;45,8;126,9;121,2;175,1;Abaixo do Básico;Abaixo do Básico;Básico;Insuficiente;Insuficiente;Suficiente;1
1177610;34061594;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;912402;0;2º Ano EF;B;262497860;M;20150207;MANHÃ;;;;;;C;0;19;19;;1;1;0;5,0;5,0;;31,3;31,3;;102,4;97,8;;Básico;Abaixo do Básico;;Suficiente;Insuficiente;;1
1178777;34076406;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;917084;0;2º Ano EF;B;261167894;M;20141107;TARDE;;;;;;C;0;35;35;;1;1;0;12,0;6,0;;75,0;37,5;;172,5;110,6;;Adequado;Abaixo do Básico;;Suficiente;Insuficiente;;1
1178843;34077052;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914848;0;2º Ano EF;B;260686944;M;20140926;MANHÃ;;;;;;C;0;21;21;;1;1;0;11,0;10,0;;68,8;62,5;;162,4;147,9;;Adequado;Básico;;Suficiente;Suficiente;;1
1178849;34077097;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914848;0;2º Ano EF;B;260686944;M;20150416;MANHÃ;;;;;;C;0;21;21;;1;1;0;13,0;7,0;;81,3;43,8;;183,1;144,6;;Avançado;Básico;;Avançado;Suficiente;;1
1179653;34086421;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;B;261160980;F;20150115;MANHÃ;;;;;;C;0;13;13;;1;1;0;14,0;12,0;;87,5;75,0;;196,9;184,3;;Avançado;Adequado;;Avançado;Suficiente;;1
1179830;34088211;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;49086;0;2º Ano EF;C;262688716;F;20150305;MANHÃ;;;;;;C;0;17;17;;0;0;0;;;;;;;;;;;;;;;;1
1180145;34091400;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;A;261160972;M;20140710;MANHÃ;;;;;;C;0;12;12;;1;1;0;14,0;13,0;;87,5;81,3;;202,3;197,1;;Avançado;Adequado;;Avançado;Suficiente;;1
1180419;34094607;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;49086;0;2º Ano EF;A;260681960;F;20150214;MANHÃ;;;;;;C;0;15;15;;1;1;0;12,0;12,0;;75,0;75,0;;181,8;169,0;;Avançado;Básico;;Avançado;Suficiente;;1
1180950;34099873;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;B;261160980;M;20150214;MANHÃ;;;;;;C;0;13;13;;1;1;0;12,0;14,0;;75,0;87,5;;177,1;213,3;;Avançado;Avançado;;Avançado;Avançado;;1
1181670;34108302;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;912402;0;2º Ano EF;B;262497860;M;20150621;MANHÃ;;;;;;C;0;19;19;;1;1;0;5,0;6,0;;31,3;37,5;;106,2;111,6;;Básico;Abaixo do Básico;;Suficiente;Insuficiente;;1
1181769;34109027;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904181;0;EM3ª série;B;261111058;M;20030611;NOITE;;;;;;C;0;19;19;19,0;1;1;1;13,0;5,0;5,0;54,2;20,8;20,8;281,8;203,1;269,9;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
1182642;34119249;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;919007;0;2º Ano EF;C;260687801;F;20140814;TARDE;;;;;;C;0;37;37;;1;1;0;16,0;15,0;;100,0;93,8;;281,5;227,9;;Avançado;Avançado;;Avançado;Avançado;;1
1182811;34121318;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;E;261160964;M;20150417;TARDE;;;;;;C;0;33;33;;1;1;0;2,0;4,0;;12,5;25,0;;83,0;79,4;;Abaixo do Básico;Abaixo do Básico;;Insuficiente;Insuficiente;;1
1183213;34126451;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914848;0;2º Ano EF;A;260686936;M;20150523;MANHÃ;;;;;;C;0;20;20;;1;1;0;8,0;7,0;;50,0;43,8;;130,4;124,1;;Adequado;Abaixo do Básico;;Suficiente;Insuficiente;;1
1184008;34135560;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;A;261160972;M;20150320;MANHÃ;;;;;;C;0;12;12;;1;1;0;10,0;6,0;;62,5;37,5;;155,7;129,3;;Adequado;Básico;;Suficiente;Suficiente;;1
1184569;34142300;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;B;261160980;F;20150413;MANHÃ;;;;;;C;0;13;13;;1;1;0;8,0;11,0;;50,0;68,8;;128,9;164,4;;Adequado;Básico;;Suficiente;Suficiente;;1
1184617;34142792;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;A;261160972;F;20150317;MANHÃ;;;;;;C;0;12;12;;1;1;0;12,0;11,0;;75,0;68,8;;174,1;190,1;;Adequado;Adequado;;Suficiente;Suficiente;;1
1184809;34144608;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;917084;0;2º Ano EF;B;261167894;M;20140927;TARDE;;;;;;C;0;35;35;;1;1;0;9,0;15,0;;56,3;93,8;;138,5;253,1;;Adequado;Avançado;;Suficiente;Avançado;;1
1185264;34149631;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;B;261160980;F;20141231;MANHÃ;;;;;;C;0;13;13;;0;0;0;;;;;;;;;;;;;;;;1
1185713;34155411;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;B;261160980;F;20150613;MANHÃ;;;;;;C;0;13;13;;1;1;0;12,0;13,0;;75,0;81,3;;174,1;184,1;;Adequado;Adequado;;Suficiente;Suficiente;;1
1186122;34161707;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;49086;0;2º Ano EF;B;262689599;M;20141226;MANHÃ;;;;;;C;0;16;16;;1;1;0;14,0;16,0;;87,5;100,0;;216,5;278,4;;Avançado;Avançado;;Avançado;Avançado;;1
1186266;34163826;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914848;0;2º Ano EF;A;260686936;F;20140830;MANHÃ;;;;;;C;0;20;20;;1;1;0;8,0;8,0;;50,0;50,0;;135,0;137,3;;Adequado;Básico;;Suficiente;Suficiente;;1
1189104;34208124;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;49086;0;2º Ano EF;B;262689599;F;20140904;MANHÃ;;;;;;C;0;16;16;;1;1;0;15,0;15,0;;93,8;93,8;;240,1;245,6;;Avançado;Avançado;;Avançado;Avançado;;1
1189206;34209930;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;919007;0;2º Ano EF;A;260687793;F;20150606;MANHÃ;;;;;;C;0;2;2;;1;1;0;16,0;14,0;;100,0;87,5;;280,1;221,3;;Avançado;Avançado;;Avançado;Avançado;;1
1189426;34213671;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;A;261160972;M;20150603;MANHÃ;;;;;;C;0;12;12;;1;1;0;15,0;13,0;;93,8;81,3;;236,8;200,4;;Avançado;Avançado;;Avançado;Avançado;;1
1190255;34228167;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;919007;0;2º Ano EF;A;260687793;M;20150425;MANHÃ;;;;;;C;0;2;2;;1;1;0;16,0;16,0;;100,0;100,0;;280,1;283,6;;Avançado;Avançado;;Avançado;Avançado;;1
1190256;34228169;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;49086;0;2º Ano EF;A;260681960;F;20140901;MANHÃ;;;;;;C;0;15;15;;1;1;0;14,0;16,0;;87,5;100,0;;236,9;286,1;;Avançado;Avançado;;Avançado;Avançado;;1
1190943;34236116;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;917084;0;2º Ano EF;B;261167894;M;20150630;TARDE;;;;;;C;0;35;35;;0;0;0;;;;;;;;;;;;;;;;1
1191754;34247921;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;912402;0;2º Ano EF;A;262498843;M;20140701;MANHÃ;;;;;;C;0;18;18;;1;1;0;10,0;10,0;;62,5;62,5;;161,9;152,6;;Adequado;Básico;;Suficiente;Suficiente;;1
1192229;34254540;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;917084;0;2º Ano EF;B;261167894;M;20150630;TARDE;;;;;;C;0;35;35;;1;1;0;15,0;11,0;;93,8;68,8;;239,5;168,9;;Avançado;Básico;;Avançado;Suficiente;;1
1192581;34258763;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46536;0;2º Ano EF;B;261160931;M;20150121;MANHÃ;;;;;;C;0;11;11;;1;1;0;7,0;10,0;;43,8;62,5;;129,0;151,4;;Adequado;Básico;;Suficiente;Suficiente;;1
1192733;34260488;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;B;261160980;F;20150423;MANHÃ;;;;;;C;0;13;13;;1;1;0;11,0;10,0;;68,8;62,5;;169,9;165,6;;Adequado;Básico;;Suficiente;Suficiente;;1
1193248;34267352;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46536;0;2º Ano EF;C;261160949;F;20141223;TARDE;;;;;;C;0;31;31;;1;1;0;16,0;13,0;;100,0;81,3;;274,6;187,2;;Avançado;Adequado;;Avançado;Suficiente;;1
1203659;35053643;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46541;0;2º Ano EF;D;261160956;F;20140902;TARDE;;;;;;C;0;32;32;;1;1;0;13,0;12,0;;81,3;75,0;;186,3;174,5;;Avançado;Básico;;Avançado;Suficiente;;1
1204532;35060240;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;49086;0;5º Ano EF;B;260751342;M;20111231;TARDE;;;;;;C;0;25;25;25,0;1;1;1;22,0;17,0;23,0;91,7;70,8;95,8;261,9;227,3;329,7;Avançado;Adequado;Avançado;Avançado;Suficiente;Avançado;1
1208389;35093077;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;918830;0;5º Ano EF;A;260757463;M;20111214;MANHÃ;;;;;;C;0;24;24;24,0;1;1;1;17,0;14,0;14,0;70,8;58,3;58,3;219,6;199,4;291,1;Adequado;Básico;Avançado;Suficiente;Suficiente;Avançado;1
1209755;35105739;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46536;0;2º Ano EF;B;261160931;F;20150617;MANHÃ;;;;;;C;0;11;11;;1;1;0;10,0;14,0;;62,5;87,5;;155,0;202,2;;Adequado;Avançado;;Suficiente;Avançado;;1
1216459;35164913;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46536;0;5º Ano EF;C;260750856;M;20110818;TARDE;;;;;;C;0;5;5;5,0;1;1;1;16,0;10,0;12,0;66,7;41,7;50,0;208,7;176,7;205,9;Adequado;Básico;Básico;Suficiente;Suficiente;Suficiente;1
1218047;35183222;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;35403;0;9º Ano EF;A;262335235;M;20070313;MANHÃ;;;;;;C;0;9;9;9,0;1;1;1;14,0;10,0;15,0;58,3;41,7;62,5;250,1;227,0;295,5;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
1223163;35236898;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46536;0;2º Ano EF;B;261160931;F;20141227;MANHÃ;;;;;;C;0;11;11;;1;1;0;9,0;12,0;;56,3;75,0;;156,5;176,7;;Adequado;Adequado;;Suficiente;Suficiente;;1
1223221;35237644;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;912402;0;5º Ano EF;B;261239024;M;20120330;MANHÃ;;;;;;C;0;15;15;15,0;1;1;1;2,0;8,0;3,0;8,3;33,3;12,5;90,4;156,4;93,1;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
1223262;35237996;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;46536;0;2º Ano EF;A;261160923;M;20150530;MANHÃ;;;;;;C;0;10;10;;1;1;0;14,0;14,0;;87,5;87,5;;205,3;229,0;;Avançado;Avançado;;Avançado;Avançado;;1
1223467;35240481;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;917084;0;5º Ano EF;A;261240022;F;20120531;MANHÃ;;;;;;C;0;3;3;3,0;0;0;0;;;;;;;;;;;;;;;;1
