;CD_ALUNO;NOMEDEP;NomeDepBol;RegiaoMetropolitana;CDREDE;DE;CODMUN;MUN;CODESC;TIPOCLASSE;SERIE_ANO;TURMA;CLASSE;SEXO;DT_NASCIMENTO;PERIODO;NEC_ESP_1;NEC_ESP_2;NEC_ESP_3;NEC_ESP_4;NEC_ESP_5;Tip_PROVA;Tem_Nec;cad_prova_lp;cad_prova_mat;particip_lp;particip_mat;TOTAL_PONTO_LP;TOTAL_PONTO_MAT;porc_ACERT_lp;porc_ACERT_MAT;profic_lp;profic_mat;nivel_profic_lp;nivel_profic_mat;classific_lp;classific_mat;validade
32650;29382498;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;A;232082040;F;20090501;MANHÃ;0;0;0;0;0;C;0;4,0;4,0;1;1;19,0;18,0;79,2;75,0;232,6;237,9;Adequado;Adequado;Suficiente;Suficiente;1
32669;32027767;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;3º Ano EF;A;232099101;M;20100825;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;180,4;301,1;Adequado;Avançado;Suficiente;Avançado;1
32763;32041088;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;3º Ano EF;A;232130211;F;20101125;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;206,1;223,4;Adequado;Adequado;Suficiente;Suficiente;1
33066;28351750;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;3º Ano EF;A;232073965;F;20101012;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;232,9;301,1;Avançado;Avançado;Avançado;Avançado;1
33173;24962474;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;C;231518663;F;20050214;TARDE;0;0;0;0;0;C;0;20,0;20,0;1;1;15,0;10,0;62,5;41,7;251,4;221,4;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
33699;22680680;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;E;231339532;F;20020615;MANHÃ;0;0;0;0;0;C;0;12,0;12,0;1;1;12,0;17,0;50,0;70,8;278,7;339,0;Básico;Básico;Suficiente;Suficiente;1
34045;25772248;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;9º Ano EF;B;232111864;F;20050211;TARDE;0;0;0;0;0;C;0;11,0;11,0;1;1;11,0;13,0;45,8;54,2;210,1;281,7;Básico;Básico;Suficiente;Suficiente;1
34330;21082225;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;B;232243972;M;20020701;MANHÃ;0;0;0;0;0;C;0;2,0;2,0;1;1;17,0;17,0;70,8;70,8;310,2;355,0;Adequado;Adequado;Suficiente;Suficiente;1
35067;31548045;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;A;232282095;M;20100818;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;216,9;215,1;Adequado;Adequado;Suficiente;Suficiente;1
35344;23924282;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;C;231359886;F;20010722;TARDE;11;0;0;0;0;C;1;1,0;1,0;0;0;;;;;;;;;;;0
35487;31884324;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;3º Ano EF;B;231602293;M;20110522;TARDE;0;0;0;0;0;C;0;;;1;0;;;;;201,3;;Adequado;;Suficiente;;1
35523;31279251;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;3º Ano EF;B;231602293;M;20100703;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;265,3;268,1;Avançado;Avançado;Avançado;Avançado;1
36172;31458975;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;D;232282277;F;20110601;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;170,4;204,2;Básico;Adequado;Suficiente;Suficiente;1
36580;25077931;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;9º Ano EF;A;232122986;F;20050429;MANHÃ;0;0;0;0;0;C;0;21,0;21,0;1;1;11,0;10,0;45,8;41,7;216,0;248,4;Básico;Básico;Suficiente;Suficiente;1
36688;25675065;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;A;231518770;M;20050625;MANHÃ;0;0;0;0;0;C;0;15,0;15,0;1;1;11,0;11,0;45,8;45,8;216,5;248,5;Básico;Básico;Suficiente;Suficiente;1
36751;19988662;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;EM-3ª série;A;232126953;F;20020717;MANHÃ;0;0;0;0;0;C;0;3,0;3,0;1;1;13,0;13,0;54,2;54,2;270,1;308,4;Básico;Básico;Suficiente;Suficiente;1
37064;31329286;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;D;232282277;M;20101227;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;180,3;207,8;Adequado;Adequado;Suficiente;Suficiente;1
37240;28487145;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;C;231518663;F;20050419;TARDE;0;0;0;0;0;C;0;15,0;15,0;0;0;;;;;;;;;;;1
37476;27587024;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;B;232082412;M;20090315;MANHÃ;0;0;0;0;0;C;0;15,0;15,0;1;1;17,0;15,0;70,8;62,5;223,5;228,4;Adequado;Adequado;Suficiente;Suficiente;1
37551;26423629;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;A;231359712;M;20050711;TARDE;0;0;0;0;0;C;0;22,0;22,0;1;1;11,0;11,0;45,8;45,8;202,4;250,0;Básico;Básico;Suficiente;Suficiente;1
37592;25244970;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;B;231359787;F;20050905;TARDE;0;0;0;0;0;C;0;3,0;3,0;1;1;18,0;11,0;75,0;45,8;282,9;274,5;Adequado;Básico;Suficiente;Suficiente;1
37820;22708206;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;EM-3ª série;A;232142356;F;20020511;MANHÃ;0;0;0;0;0;C;0;14,0;14,0;1;1;18,0;9,0;75,0;37,5;327,1;280,2;Adequado;Básico;Suficiente;Suficiente;1
37904;24865578;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;EM-3ª série;B;232490169;M;20020717;MANHÃ;0;0;0;0;0;C;0;20,0;20,0;1;1;4,0;5,0;16,7;20,8;197,0;226,5;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
38538;33173513;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;3º Ano EF;B;232762138;F;20101022;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;167,8;206,9;Básico;Adequado;Suficiente;Suficiente;1
39071;32997231;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;2º Ano EF;A;232128959;F;20120301;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;262,2;276,4;;;Acima de suficiente;Acima de suficiente;1
39143;30381876;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;5º Ano EF;A;231494832;F;20081026;MANHÃ;0;0;0;0;0;C;0;14,0;14,0;1;1;23,0;22,0;95,8;91,7;292,6;286,6;Avançado;Avançado;Avançado;Avançado;1
39470;27384383;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;9º Ano EF;A;232163857;M;20040611;MANHÃ;11;0;0;0;0;C;1;1,0;1,0;1;1;4,0;6,0;16,7;25,0;133,3;192,2;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;0
39745;29795972;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;3º Ano EF;A;232099101;F;20101105;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;163,0;234,7;Básico;Adequado;Suficiente;Suficiente;1
40775;27310956;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;9º Ano EF;B;233857515;M;20040829;TARDE;0;0;0;0;0;C;0;15,0;15,0;1;1;21,0;17,0;87,5;70,8;313,4;314,2;Adequado;Adequado;Suficiente;Suficiente;1
41327;23342816;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;B;231552522;F;20021203;MANHÃ;0;0;0;0;0;C;0;19,0;19,0;1;1;18,0;13,0;75,0;54,2;327,2;315,0;Adequado;Básico;Suficiente;Suficiente;1
41640;22728508;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;9º Ano EF;A;232234278;F;20051027;TARDE;0;0;0;0;0;C;0;4,0;4,0;1;1;16,0;7,0;66,7;29,2;271,9;212,2;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
42125;32359070;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;2º Ano EF;A;231601824;M;20120528;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;262,2;203,3;;;Acima de suficiente;Acima de suficiente;1
42385;31311125;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;5º Ano EF;C;232100016;F;20080913;TARDE;0;0;0;0;0;C;0;16,0;16,0;1;1;17,0;19,0;70,8;79,2;216,6;252,5;Adequado;Adequado;Suficiente;Suficiente;1
42785;28779209;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;5º Ano EF;A;232132431;M;20080306;TARDE;11;0;0;0;0;C;1;14,0;14,0;1;1;14,0;10,0;58,3;41,7;192,7;197,0;Básico;Básico;Suficiente;Suficiente;0
43002;28619994;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;5º Ano EF;C;231494964;M;20081212;TARDE;0;0;0;0;0;C;0;2,0;2,0;1;1;16,0;22,0;66,7;91,7;204,6;291,3;Adequado;Avançado;Suficiente;Avançado;1
43402;30506611;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;3º Ano EF;B;232073833;M;20110121;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;208,7;233,3;Adequado;Adequado;Suficiente;Suficiente;1
43420;24663234;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;B;232243972;F;20021101;MANHÃ;0;0;0;0;0;C;0;14,0;14,0;1;1;21,0;16,0;87,5;66,7;356,3;335,4;Adequado;Básico;Suficiente;Suficiente;1
43560;19456522;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;C;232244947;M;19981031;MANHÃ;11;0;0;0;0;C;1;17,0;17,0;1;1;2,0;4,0;8,3;16,7;151,8;182,1;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;0
43619;28387220;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;5º Ano EF;C;232294082;M;20081228;TARDE;0;0;0;0;0;C;0;19,0;19,0;1;0;17,0;;70,8;;233,0;;Adequado;;Suficiente;;1
44142;29467391;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;A;232282095;F;20110601;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;239,0;276,2;Avançado;Avançado;Avançado;Avançado;1
44862;25763634;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;44878;0;9º Ano EF;C;235305372;M;20040205;MANHÃ;0;0;0;0;0;C;0;21,0;21,0;1;1;14,0;9,0;58,3;37,5;236,2;224,2;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
46602;22519374;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;EM-3ª série;A;232115436;F;20020128;MANHÃ;0;0;0;0;0;C;0;16,0;16,0;1;1;15,0;10,0;62,5;41,7;308,1;286,8;Adequado;Básico;Suficiente;Suficiente;1
47177;28079880;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;A;232082040;M;20080422;MANHÃ;0;0;0;0;0;C;0;21,0;21,0;1;1;18,0;21,0;75,0;87,5;240,8;281,3;Adequado;Avançado;Suficiente;Avançado;1
47245;29406116;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;D;232282277;M;20110617;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;128,6;140,2;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
47276;25570015;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904193;0;9º Ano EF;A;232091603;F;20050319;MANHÃ;0;0;0;0;0;C;0;21,0;21,0;1;1;8,0;11,0;33,3;45,8;198,3;267,4;Abaixo do Básico;Básico;Insuficiente;Suficiente;1
47325;25258150;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;EM-3ª série;B;232243816;F;20020919;NOITE;0;0;0;0;0;C;0;11,0;11,0;0;0;;;;;;;;;;;1
47800;31428062;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;3º Ano EF;B;232762138;F;20110424;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;198,9;273,8;Adequado;Avançado;Suficiente;Avançado;1
47867;23353918;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;902160;0;EM-3ª série;B;232153429;M;20020907;NOITE;0;0;0;0;0;C;0;16,0;16,0;1;1;7,0;9,0;29,2;37,5;218,0;286,9;Abaixo do Básico;Básico;Insuficiente;Suficiente;1
47954;22458248;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;44878;0;9º Ano EF;A;232228213;F;20050109;MANHÃ;0;0;0;0;0;C;0;5,0;5,0;1;1;14,0;12,0;58,3;50,0;233,6;267,8;Básico;Básico;Suficiente;Suficiente;1
48840;25544786;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;D;231518721;F;20050620;TARDE;0;0;0;0;0;C;0;24,0;24,0;1;1;17,0;16,0;70,8;66,7;286,7;310,5;Adequado;Adequado;Suficiente;Suficiente;1
49852;31056596;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;3º Ano EF;A;232761338;F;20101109;MANHÃ;0;0;0;0;0;C;0;;;0;0;;;;;;;;;;;1
49920;29327601;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;5º Ano EF;A;231602665;M;20081124;MANHÃ;0;0;0;0;0;C;0;5,0;5,0;1;1;10,0;21,0;41,7;87,5;157,7;257,1;Básico;Adequado;Suficiente;Suficiente;1
50025;31933594;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;3º Ano EF;A;231479999;M;20100729;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;125,6;116,0;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
50244;31524256;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;D;232743906;M;20090429;TARDE;0;0;0;0;0;C;0;15,0;15,0;1;1;16,0;11,0;66,7;45,8;206,0;194,1;Adequado;Básico;Suficiente;Suficiente;1
50252;27315540;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;B;231359787;M;20050428;TARDE;0;0;0;0;0;C;0;15,0;15,0;1;1;16,0;21,0;66,7;87,5;261,4;349,8;Básico;Adequado;Suficiente;Suficiente;1
50708;27493569;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;9º Ano EF;A;232122986;M;20050526;MANHÃ;0;0;0;0;0;C;0;7,0;7,0;1;1;10,0;13,0;41,7;54,2;228,9;292,3;Básico;Básico;Suficiente;Suficiente;1
50867;31270461;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;3º Ano EF;D;232073924;F;20110518;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;198,1;204,7;Adequado;Adequado;Suficiente;Suficiente;1
50951;21960075;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;g;231339193;F;20020413;NOITE;0;0;0;0;0;C;0;7,0;7,0;1;1;11,0;10,0;45,8;41,7;268,8;274,4;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
50969;32489089;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;3º Ano EF;B;232099127;F;20100828;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;215,1;238,0;Adequado;Adequado;Suficiente;Suficiente;1
51055;17326605;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;A;231552423;F;19970522;MANHÃ;4;0;0;0;0;C;1;20,0;20,0;0;0;;;;;;;;;;;1
51345;25103016;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;9º Ano EF;C;232163972;F;20050616;MANHÃ;0;0;0;0;0;C;0;6,0;6,0;1;1;14,0;5,0;58,3;20,8;253,4;228,5;Básico;Básico;Suficiente;Suficiente;1
51574;32064374;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;3º Ano EF;A;232073965;M;20101206;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;288,8;301,1;Avançado;Avançado;Avançado;Avançado;1
51767;27186409;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;A;231518770;F;20050103;MANHÃ;0;0;0;0;0;C;0;23,0;23,0;1;1;21,0;19,0;87,5;79,2;321,6;339,3;Adequado;Adequado;Suficiente;Suficiente;1
52286;19827480;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;EM-3ª série;A;232126953;M;20020624;MANHÃ;0;0;0;0;0;C;0;19,0;19,0;1;1;10,0;14,0;41,7;58,3;268,4;322,2;Básico;Básico;Suficiente;Suficiente;1
52291;29788301;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;5º Ano EF;C;231494964;M;20090601;TARDE;0;0;0;0;0;C;0;26,0;26,0;1;1;21,0;23,0;87,5;95,8;256,5;314,2;Avançado;Avançado;Avançado;Avançado;1
52676;22293029;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;A;231552423;F;20020505;MANHÃ;0;0;0;0;0;C;0;4,0;4,0;1;1;14,0;8,0;58,3;33,3;295,3;245,9;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
53239;28328678;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;B;232082412;M;20081221;MANHÃ;0;0;0;0;0;C;0;2,0;2,0;1;1;12,0;17,0;50,0;70,8;177,0;238,2;Básico;Adequado;Suficiente;Suficiente;1
53376;20955776;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;G;231552357;F;20020217;NOITE;0;0;0;0;0;C;0;7,0;7,0;1;1;13,0;12,0;54,2;50,0;291,4;292,2;Básico;Básico;Suficiente;Suficiente;1
53839;32391060;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;44878;0;9º Ano EF;B;232228288;M;20030823;MANHÃ;0;0;0;0;0;C;0;11,0;11,0;0;1;;5,0;;20,8;;204,2;;Abaixo do Básico;;Insuficiente;1
54276;24999450;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;C;231339367;F;20020801;MANHÃ;0;0;0;0;0;C;0;1,0;1,0;1;1;16,0;13,0;66,7;54,2;311,9;318,6;Adequado;Básico;Suficiente;Suficiente;1
54339;29277734;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;5º Ano EF;B;232963579;M;20090108;MANHÃ;0;0;0;0;0;C;0;21,0;21,0;1;1;12,0;18,0;50,0;75,0;192,8;257,7;Básico;Adequado;Suficiente;Suficiente;1
56174;22888168;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;C;232244947;M;20020507;MANHÃ;0;0;0;0;0;C;0;2,0;2,0;1;1;13,0;12,0;54,2;50,0;274,5;313,6;Básico;Básico;Suficiente;Suficiente;1
56858;30443749;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;5º Ano EF;C;232294082;M;20090126;TARDE;0;0;0;0;0;C;0;25,0;25,0;1;1;17,0;18,0;70,8;75,0;222,0;247,2;Adequado;Adequado;Suficiente;Suficiente;1
56904;22700431;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;44878;0;EM-3ª série;B;232230458;M;20020226;MANHÃ;0;0;0;0;0;C;0;25,0;25,0;1;1;19,0;13,0;79,2;54,2;338,4;316,4;Adequado;Básico;Suficiente;Suficiente;1
58304;26045120;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;9º Ano EF;B;232122960;F;20050212;TARDE;0;0;0;0;0;C;0;18,0;18,0;1;1;18,0;20,0;75,0;83,3;302,8;340,0;Adequado;Adequado;Suficiente;Suficiente;1
58560;30234368;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;5º Ano EF;B;232963579;M;20090410;MANHÃ;0;0;0;0;0;C;0;12,0;12,0;1;1;21,0;18,0;87,5;75,0;260,8;246,3;Avançado;Adequado;Avançado;Suficiente;1
58766;26988736;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;9º Ano EF;B;232122960;F;20050720;TARDE;0;0;0;0;0;C;0;24,0;24,0;1;1;17,0;13,0;70,8;54,2;287,6;301,0;Adequado;Adequado;Suficiente;Suficiente;1
59341;30669347;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;3º Ano EF;A;232130211;F;20100913;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;183,3;207,1;Adequado;Adequado;Suficiente;Suficiente;1
59361;23655555;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;A;231552423;F;20020607;MANHÃ;0;0;0;0;0;C;0;21,0;21,0;1;1;14,0;15,0;58,3;62,5;279,6;321,8;Básico;Básico;Suficiente;Suficiente;1
60793;30457451;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;5º Ano EF;B;231494915;F;20080810;MANHÃ;0;0;0;0;0;C;0;1,0;1,0;1;1;18,0;18,0;75,0;75,0;219,5;240,7;Adequado;Adequado;Suficiente;Suficiente;1
61098;30636057;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;3º Ano EF;A;232073965;M;20101006;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;240,8;301,1;Avançado;Avançado;Avançado;Avançado;1
