;CD_ALUNO;NOMEDEP;NomeDepBol;RegiaoMetropolitana;CDREDE;DE;CODMUN;MUN;CODESC;TIPOCLASSE;SERIE_ANO;TURMA;CLASSE;SEXO;DT_NASCIMENTO;PERIODO;NEC_ESP_1;NEC_ESP_2;NEC_ESP_3;NEC_ESP_4;NEC_ESP_5;Tip_PROVA;Tem_Nec;cad_prova_lp;cad_prova_mat;particip_lp;particip_mat;TOTAL_PONTO_LP;TOTAL_PONTO_MAT;porc_ACERT_lp;porc_ACERT_MAT;profic_lp;profic_mat;nivel_profic_lp;nivel_profic_mat;classific_lp;classific_mat;validade
976365;30758201;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;5º Ano EF;B;232099994;M;20090429;TARDE;0;0;0;0;0;C;0;1,0;1,0;1;1;14,0;22,0;58,3;91,7;188,2;276,4;Básico;Avançado;Suficiente;Avançado;1
976457;25626693;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;9º Ano EF;B;232230870;F;20050904;TARDE;0;0;0;0;0;C;0;13,0;13,0;1;1;8,0;13,0;33,3;54,2;187,7;247,2;Abaixo do Básico;Básico;Insuficiente;Suficiente;1
977388;22594559;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;44878;0;EM-3ª série;B;232230458;F;20020521;MANHÃ;0;0;0;0;0;C;0;3,0;3,0;1;1;21,0;12,0;87,5;50,0;351,3;309,9;Adequado;Básico;Suficiente;Suficiente;1
977405;32552700;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;3º Ano EF;B;232099127;F;20110609;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;215,1;229,2;Adequado;Adequado;Suficiente;Suficiente;1
978046;28015257;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;d;231363409;M;20041001;TARDE;0;0;0;0;0;C;0;12,0;12,0;1;1;14,0;12,0;58,3;50,0;247,2;262,5;Básico;Básico;Suficiente;Suficiente;1
978482;23125292;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;9º Ano EF;B;232163899;M;20041022;MANHÃ;0;0;0;0;0;C;0;4,0;4,0;1;1;6,0;8,0;25,0;33,3;184,9;210,9;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
978520;29804456;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;5º Ano EF;B;231494915;M;20080528;MANHÃ;0;0;0;0;0;C;0;22,0;22,0;1;1;20,0;15,0;83,3;62,5;239,4;232,6;Adequado;Adequado;Suficiente;Suficiente;1
978762;30626584;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;3º Ano EF;A;232130211;M;20110227;TARDE;0;0;0;0;0;C;0;;;0;1;;;;;;190,1;;Básico;;Suficiente;1
978866;27834728;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;5º Ano EF;A;232132431;M;20090113;TARDE;0;0;0;0;0;C;0;9,0;9,0;1;1;17,0;16,0;70,8;66,7;236,0;215,8;Adequado;Básico;Suficiente;Suficiente;1
978893;26865246;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;902160;0;9º Ano EF;A;232151811;F;20040127;MANHÃ;0;0;0;0;0;C;0;22,0;22,0;0;0;;;;;;;;;;;1
979005;29218606;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;5º Ano EF;B;231494915;M;20090429;MANHÃ;0;0;0;0;0;C;0;18,0;18,0;1;1;9,0;19,0;37,5;79,2;165,4;247,4;Básico;Adequado;Suficiente;Suficiente;1
979072;29406435;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918830;0;5º Ano EF;A;232085712;F;20090509;MANHÃ;0;0;0;0;0;C;0;26,0;26,0;1;1;18,0;20,0;75,0;83,3;225,4;256,9;Adequado;Adequado;Suficiente;Suficiente;1
979132;23103263;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;C;231359886;F;20050322;TARDE;0;0;0;0;0;C;0;7,0;7,0;1;1;14,0;10,0;58,3;41,7;256,0;278,1;Básico;Básico;Suficiente;Suficiente;1
979283;22492063;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;B;232213033;M;20020521;MANHÃ;0;0;0;0;0;C;0;20,0;20,0;1;1;20,0;12,0;83,3;50,0;347,1;312,0;Adequado;Básico;Suficiente;Suficiente;1
979741;25295931;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;A;231359712;F;20050324;TARDE;0;0;0;0;0;C;0;5,0;5,0;1;0;16,0;;66,7;;264,7;;Básico;;Suficiente;;1
979996;24716939;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;44878;0;9º Ano EF;A;232228213;M;20030218;MANHÃ;0;0;0;0;0;C;0;1,0;1,0;1;1;9,0;8,0;37,5;33,3;197,6;212,4;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
980337;25245893;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904193;0;9º Ano EF;A;232091603;M;20051007;MANHÃ;0;0;0;0;0;C;0;18,0;18,0;1;1;9,0;6,0;37,5;25,0;200,0;226,9;Básico;Básico;Suficiente;Suficiente;1
981021;29255146;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;B;232082412;M;20060720;MANHÃ;0;0;0;0;0;C;0;6,0;6,0;0;0;;;;;;;;;;;1
981606;23629171;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;B;232243972;M;20021006;MANHÃ;0;0;0;0;0;C;0;1,0;1,0;0;0;;;;;;;;;;;1
981655;25933879;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;D;231339474;M;20020513;MANHÃ;0;0;0;0;0;C;0;18,0;18,0;1;1;18,0;19,0;75,0;79,2;341,9;384,9;Adequado;Adequado;Suficiente;Suficiente;1
981834;30506510;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;3º Ano EF;C;232073882;M;20110423;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;266,9;265,5;Avançado;Avançado;Avançado;Avançado;1
981982;29276370;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;3º Ano EF;A;231602228;M;20110311;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;191,2;183,6;Adequado;Básico;Suficiente;Suficiente;1
982172;26470630;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904193;0;9º Ano EF;B;232091660;M;20051210;MANHÃ;0;0;0;0;0;C;0;16,0;16,0;1;1;7,0;10,0;29,2;41,7;182,5;264,8;Abaixo do Básico;Básico;Insuficiente;Suficiente;1
982528;23521297;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;f;231338922;F;20021231;NOITE;0;0;0;0;0;C;0;15,0;15,0;1;1;13,0;13,0;54,2;54,2;279,2;314,5;Básico;Básico;Suficiente;Suficiente;1
982834;30504987;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;5º Ano EF;B;232293811;M;20090416;MANHÃ;0;0;0;0;0;C;0;3,0;3,0;1;1;16,0;12,0;66,7;50,0;204,8;216,1;Adequado;Básico;Suficiente;Suficiente;1
984239;25791346;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;9º Ano EF;A;232138636;M;20050501;MANHÃ;0;0;0;0;0;C;0;19,0;19,0;0;1;;7,0;;29,2;;244,6;;Básico;;Suficiente;1
984275;29811340;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;C;231359886;M;20050425;TARDE;0;0;0;0;0;C;0;5,0;5,0;1;1;12,0;6,0;50,0;25,0;213,5;188,0;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
984294;29388470;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;C;232282178;F;20101124;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;244,5;304,7;Avançado;Avançado;Avançado;Avançado;1
984351;27357719;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;44878;0;9º Ano EF;A;232228213;F;20050220;MANHÃ;0;0;0;0;0;C;0;4,0;4,0;1;1;7,0;10,0;29,2;41,7;204,0;265,5;Básico;Básico;Suficiente;Suficiente;1
984677;23518786;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;D;231552746;M;20020405;MANHÃ;0;0;0;0;0;C;0;8,0;8,0;1;1;20,0;14,0;83,3;58,3;344,1;323,2;Adequado;Básico;Suficiente;Suficiente;1
984857;23602195;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;C;231339367;M;20020108;MANHÃ;0;0;0;0;0;C;0;15,0;15,0;1;1;19,0;13,0;79,2;54,2;335,0;296,0;Adequado;Básico;Suficiente;Suficiente;1
985475;22293148;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;B;231552522;F;20021127;MANHÃ;0;0;0;0;0;C;0;16,0;16,0;1;1;18,0;7,0;75,0;29,2;336,0;271,7;Adequado;Abaixo do Básico;Suficiente;Insuficiente;1
985580;29219912;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;5º Ano EF;A;231494832;M;20070925;MANHÃ;0;0;0;0;0;C;0;22,0;22,0;0;1;;8,0;;33,3;;171,1;;Abaixo do Básico;;Insuficiente;1
985786;22733201;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;EM-3ª série;A;232243758;M;20020908;NOITE;0;0;0;0;0;C;0;20,0;20,0;1;1;16,0;5,0;66,7;20,8;317,8;238,4;Adequado;Abaixo do Básico;Suficiente;Insuficiente;1
986103;30612731;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;C;232213108;F;20021219;MANHÃ;0;0;0;0;0;C;0;24,0;24,0;1;1;13,0;12,0;54,2;50,0;300,2;291,1;Adequado;Básico;Suficiente;Suficiente;1
986612;22167875;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;B;231552522;M;20020831;MANHÃ;0;0;0;0;0;C;0;3,0;3,0;1;1;2,0;6,0;8,3;25,0;170,4;236,7;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
987192;23165738;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;C;232213108;M;20020616;MANHÃ;11;0;0;0;0;C;1;2,0;2,0;1;1;12,0;8,0;50,0;33,3;278,4;270,0;Básico;Abaixo do Básico;Suficiente;Insuficiente;0
988117;26719945;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918830;0;5º Ano EF;A;232085712;F;20090123;MANHÃ;0;0;0;0;0;C;0;13,0;13,0;1;1;22,0;23,0;91,7;95,8;280,8;326,1;Avançado;Avançado;Avançado;Avançado;1
988588;26361142;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;d;231363409;M;20051125;TARDE;0;0;0;0;0;C;0;19,0;19,0;1;1;7,0;6,0;29,2;25,0;203,0;214,7;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
988985;24305950;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;B;231518333;F;20050113;MANHÃ;0;0;0;0;0;C;0;6,0;6,0;1;1;8,0;4,0;33,3;16,7;195,3;190,0;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
989031;23182862;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;9º Ano EF;B;232122960;M;20050520;TARDE;0;0;0;0;0;C;0;25,0;25,0;0;1;;8,0;;33,3;;248,5;;Básico;;Suficiente;1
989839;27872869;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;C;232082107;F;20090309;TARDE;0;0;0;0;0;C;0;10,0;10,0;1;1;24,0;23,0;100,0;95,8;329,2;318,3;Avançado;Avançado;Avançado;Avançado;1
990296;22633013;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;902160;0;9º Ano EF;A;232151811;M;20040102;MANHÃ;0;0;0;0;0;C;0;4,0;4,0;0;1;;15,0;;62,5;;287,0;;Básico;;Suficiente;1
990652;22171587;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;B;232243972;F;20020711;MANHÃ;0;0;0;0;0;C;0;23,0;23,0;1;1;13,0;11,0;54,2;45,8;277,4;283,7;Básico;Básico;Suficiente;Suficiente;1
990695;24911270;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;B;231339318;M;20021213;MANHÃ;0;0;0;0;0;C;0;22,0;22,0;1;1;4,0;2,0;16,7;8,3;183,7;208,6;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
991155;25245169;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;9º Ano EF;A;232230813;F;20050918;TARDE;0;0;0;0;0;C;0;21,0;21,0;1;1;20,0;19,0;83,3;79,2;303,0;342,1;Adequado;Adequado;Suficiente;Suficiente;1
991590;23628996;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;D;231518721;M;20051120;TARDE;0;0;0;0;0;C;0;6,0;6,0;1;1;10,0;9,0;41,7;37,5;218,0;256,9;Básico;Básico;Suficiente;Suficiente;1
991608;26360884;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918830;0;5º Ano EF;A;232085712;M;20081022;MANHÃ;0;0;0;0;0;C;0;25,0;25,0;1;1;19,0;24,0;79,2;100,0;228,2;331,1;Adequado;Avançado;Suficiente;Avançado;1
992011;24908578;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;EM-3ª série;C;232484550;M;20020909;MANHÃ;0;0;0;0;0;C;0;1,0;1,0;1;1;8,0;6,0;33,3;25,0;227,9;248,1;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
992045;34219145;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918817;0;7º Ano EF;A;232247395;F;20070611;MANHÃ;0;0;0;0;0;C;0;14,0;14,0;1;1;10,0;4,0;41,7;16,7;189,7;169,3;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
992350;28272231;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;A;231518770;M;20050316;MANHÃ;0;0;0;0;0;C;0;16,0;16,0;0;0;;;;;;;;;;;1
992410;24228622;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;C;231359886;F;20050201;TARDE;0;0;0;0;0;C;0;8,0;8,0;1;1;17,0;20,0;70,8;83,3;278,7;339,1;Adequado;Adequado;Suficiente;Suficiente;1
993194;31235782;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;3º Ano EF;B;232762138;F;20101109;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;199,7;216,8;Adequado;Adequado;Suficiente;Suficiente;1
993500;25261885;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;B;231359787;F;20050613;TARDE;0;0;0;0;0;C;0;21,0;21,0;1;1;11,0;6,0;45,8;25,0;228,2;162,3;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
993672;22692742;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;B;231339318;M;20020709;MANHÃ;0;0;0;0;0;C;0;3,0;3,0;1;1;16,0;8,0;66,7;33,3;303,9;259,5;Adequado;Abaixo do Básico;Suficiente;Insuficiente;1
994522;30457583;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;5º Ano EF;A;231494832;F;20090502;MANHÃ;0;0;0;0;0;C;0;4,0;4,0;1;1;20,0;18,0;83,3;75,0;244,7;249,0;Adequado;Adequado;Suficiente;Suficiente;1
994821;24588750;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;44878;0;9º Ano EF;B;232228288;M;20040428;MANHÃ;0;0;0;0;0;C;0;16,0;16,0;1;1;18,0;16,0;75,0;66,7;284,3;301,4;Adequado;Adequado;Suficiente;Suficiente;1
994973;22561956;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;A;232242388;M;20000817;MANHÃ;0;0;0;0;0;C;0;13,0;13,0;1;1;7,0;6,0;29,2;25,0;215,1;228,2;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
995416;29406423;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;5º Ano EF;A;232132431;F;20080707;TARDE;0;0;0;0;0;C;0;11,0;11,0;1;1;15,0;10,0;62,5;41,7;202,7;172,6;Adequado;Abaixo do Básico;Suficiente;Insuficiente;1
995502;26940180;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;C;231359886;M;20040614;TARDE;0;0;0;0;0;C;0;19,0;19,0;1;1;12,0;7,0;50,0;29,2;240,8;205,8;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
995551;23180653;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904193;0;9º Ano EF;A;232091603;F;20050130;MANHÃ;0;0;0;0;0;C;0;9,0;9,0;1;1;17,0;9,0;70,8;37,5;276,3;245,3;Adequado;Básico;Suficiente;Suficiente;1
995860;32110697;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;B;232282111;M;20110112;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;98,1;95,8;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
995929;23239367;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;EM-3ª série;A;232115436;M;20010705;MANHÃ;0;0;0;0;0;C;0;12,0;12,0;1;1;13,0;7,0;54,2;29,2;286,2;248,7;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
996143;34094108;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;A;231339268;F;20010820;MANHÃ;0;0;0;0;0;C;0;25,0;25,0;1;1;24,0;21,0;100,0;87,5;398,6;397,1;Avançado;Adequado;Avançado;Suficiente;1
996998;30445641;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;5º Ano EF;B;231748377;F;20081130;MANHÃ;0;0;0;0;0;C;0;3,0;3,0;1;1;15,0;17,0;62,5;70,8;190,6;235,9;Básico;Adequado;Suficiente;Suficiente;1
997708;31502014;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;3º Ano EF;A;232761338;M;20110321;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;205,0;257,6;Adequado;Avançado;Suficiente;Avançado;1
997932;25245339;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;A;231359712;M;20050331;TARDE;0;0;0;0;0;C;0;14,0;14,0;1;1;10,0;8,0;41,7;33,3;213,2;231,5;Básico;Básico;Suficiente;Suficiente;1
998036;30849802;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;C;232082107;M;20090124;TARDE;0;0;0;0;0;C;0;15,0;15,0;1;1;10,0;12,0;41,7;50,0;162,4;193,9;Básico;Básico;Suficiente;Suficiente;1
998089;23216072;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;EM-3ª série;A;232243758;F;20010126;NOITE;0;0;0;0;0;C;0;8,0;8,0;0;0;;;;;;;;;;;1
998490;23572912;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;B;232213033;F;20020228;MANHÃ;0;0;0;0;0;C;0;16,0;16,0;1;1;9,0;4,0;37,5;16,7;258,3;226,3;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
999316;29651648;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;5º Ano EF;A;232293753;F;20090512;MANHÃ;0;0;0;0;0;C;0;14,0;14,0;1;1;9,0;18,0;37,5;75,0;167,6;246,2;Básico;Adequado;Suficiente;Suficiente;1
999752;27927503;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;3º Ano EF;B;232762138;M;20090928;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;96,9;142,3;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
1000104;29818066;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;2º Ano EF;A;232251470;M;20111002;MANHÃ;0;0;0;0;0;C;0;;;0;1;;;;;;272,0;;;;Acima de suficiente;1
1000412;28735522;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;B;232282111;M;20101008;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;288,8;242,8;Avançado;Adequado;Avançado;Suficiente;1
1000527;28722297;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;3º Ano EF;A;231602228;M;20101223;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;140,8;137,2;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
1000933;32413420;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;3º Ano EF;B;232073833;M;20101019;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;191,8;301,1;Adequado;Avançado;Suficiente;Avançado;1
1001482;23656681;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;A;232212415;M;20010425;MANHÃ;0;0;0;0;0;C;0;10,0;10,0;1;1;15,0;10,0;62,5;41,7;303,0;294,0;Adequado;Básico;Suficiente;Suficiente;1
1001576;20970685;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;C;232213108;F;20020505;MANHÃ;0;0;0;0;0;C;0;3,0;3,0;1;1;14,0;8,0;58,3;33,3;293,1;233,1;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
1002442;29367677;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;3º Ano EF;A;231479999;M;20100711;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;170,1;180,9;Básico;Básico;Suficiente;Suficiente;1
